X_features	Y_features	association	p-values	q-values
g_Duncaniella	N_acetylaspartic_acid	-0.293252199	0.022966926	0.26924965
s_Duncaniella_dubosii	N_acetylaspartic_acid	-0.412675919	0.001050319	0.06447273
g_Muribaculum	N_acetylaspartic_acid	0.146262851	0.264797208	0.675125238
s_Muribaculum_gordoncarteri	N_acetylaspartic_acid	0.13137165	0.317049803	0.713760361
s_Muribaculum_intestinale	N_acetylaspartic_acid	-0.000778005	0.995292808	0.998556585
g_Sodaliphilus	N_acetylaspartic_acid	-0.435388195	0.000507546	0.043572453
s_Sodaliphilus_pleomorphus	N_acetylaspartic_acid	-0.435388195	0.000507546	0.043572453
g_Odoribacter	N_acetylaspartic_acid	-0.010940806	0.933877922	0.979827206
s_Odoribacter_splanchnicus	N_acetylaspartic_acid	-0.010940806	0.933877922	0.979827206
g_Prevotella	N_acetylaspartic_acid	-0.355200893	0.005353766	0.143061368
s_Alistipes_communis	N_acetylaspartic_acid	0.291213588	0.023979923	0.276220524
s_Alistipes_dispar	N_acetylaspartic_acid	0.066373062	0.614356511	0.864911901
s_Alistipes_finegoldii	N_acetylaspartic_acid	0.21115384	0.105339238	0.493878132
s_Alistipes_onderdonkii	N_acetylaspartic_acid	0.269254041	0.037493529	0.332851254
s_Alistipes_senegalensis	N_acetylaspartic_acid	0.092495675	0.482114449	0.800376343
s_Alistipes_shahii	N_acetylaspartic_acid	0.200639863	0.124260497	0.528560078
s_Parabacteroides_goldsteinii	N_acetylaspartic_acid	-0.3242975	0.011475399	0.209530433
s_Parabacteroides_johnsonii	N_acetylaspartic_acid	-0.035502469	0.787698141	0.937177087
s_Parabacteroides_merdae	N_acetylaspartic_acid	-0.188114196	0.150048634	0.558353622
g_Mucispirillum	N_acetylaspartic_acid	0.20756081	0.111537076	0.504006152
s_Mucispirillum_schaedleri	N_acetylaspartic_acid	0.20756081	0.111537076	0.504006152
g_Staphylococcus	N_acetylaspartic_acid	-0.290057521	0.024570962	0.277851574
g_Enterococcus	N_acetylaspartic_acid	0.470692841	0.000147474	0.020538344
s_Enterococcus_faecalis	N_acetylaspartic_acid	0.470414982	0.000148995	0.020538344
s_Enterococcus_faecium	N_acetylaspartic_acid	0.31643002	0.013772304	0.223640442
g_Lactobacillus	N_acetylaspartic_acid	0.229678101	0.077507058	0.434039527
s_Lactobacillus_intestinalis	N_acetylaspartic_acid	0.167203027	0.201632176	0.615095822
s_Lactobacillus_johnsonii	N_acetylaspartic_acid	0.014288893	0.913711332	0.973923365
s_Lactobacillus_taiwanensis	N_acetylaspartic_acid	0.217596209	0.094896717	0.467918403
g_Ligilactobacillus	N_acetylaspartic_acid	0.235016255	0.070677718	0.417631551
s_Ligilactobacillus_murinus	N_acetylaspartic_acid	0.222957015	0.086838597	0.451251247
g_Limosilactobacillus	N_acetylaspartic_acid	0.115198666	0.380770729	0.756763241
s_Limosilactobacillus_reuteri	N_acetylaspartic_acid	0.113864962	0.386346092	0.757425597
g_Candidatus_Arthromitus	N_acetylaspartic_acid	-0.05646199	0.66829103	0.88749555
g_Clostridium	N_acetylaspartic_acid	0.141596855	0.280507153	0.689379032
s_Clostridium_sp._MD294	N_acetylaspartic_acid	0.141874713	0.279554726	0.688657927
g_Hungatella	N_acetylaspartic_acid	0.129456223	0.324218657	0.719264301
s_Hungatella_hathewayi	N_acetylaspartic_acid	0.129456223	0.324218657	0.719264301
g_Eubacterium	N_acetylaspartic_acid	0.246560505	0.057550382	0.388449213
g_Blautia	N_acetylaspartic_acid	0.238878546	0.066043009	0.405511429
s_Blautia_producta	N_acetylaspartic_acid	0.333555701	0.009203246	0.188814802
s_Blautia_pseudococcoides	N_acetylaspartic_acid	0.173161617	0.185799209	0.596230566
s_Blautia_wexlerae	N_acetylaspartic_acid	0.315094111	0.014199213	0.226511517
g_Coprococcus	N_acetylaspartic_acid	0.086626309	0.510455822	0.815065915
s_Enterocloster_bolteae	N_acetylaspartic_acid	0.453555253	0.000273233	0.029803803
s_Enterocloster_clostridioformis	N_acetylaspartic_acid	-0.100119488	0.446583191	0.7829124
g_Faecalicatena	N_acetylaspartic_acid	0.431915751	0.000569114	0.045659046
s_Faecalicatena_sp._Marseille.Q4148	N_acetylaspartic_acid	0.431915751	0.000569114	0.045659046
s_.Clostridium._scindens	N_acetylaspartic_acid	0.419733533	0.0008424	0.054751605
s_Lachnoclostridium_phocaeense	N_acetylaspartic_acid	0.430492651	0.000596245	0.04645525
s_Lachnoclostridium_sp._YL32	N_acetylaspartic_acid	0.353764935	0.005556075	0.145849731
g_Marvinbryantia	N_acetylaspartic_acid	0.282725277	0.02861277	0.301210325
s_Marvinbryantia_formatexigens	N_acetylaspartic_acid	0.282725277	0.02861277	0.301210325
g_Mediterraneibacter	N_acetylaspartic_acid	0.122843091	0.349752278	0.735011177
s_.Ruminococcus._gnavus	N_acetylaspartic_acid	-0.03653858	0.781653096	0.935830322
g_Roseburia	N_acetylaspartic_acid	0.27183306	0.035635936	0.327444694
s_Roseburia_intestinalis	N_acetylaspartic_acid	0.184746666	0.157615919	0.567978767
g_Simiaoa	N_acetylaspartic_acid	0.264521597	0.041110834	0.349223974
.s_Simiaoa_sunii	N_acetylaspartic_acid	0.264521597	0.041110834	0.349223974
g_Acutalibacter	N_acetylaspartic_acid	0.441773876	0.000409869	0.03725646
s_Acutalibacter_muris	N_acetylaspartic_acid	0.441773876	0.000409869	0.03725646
g_Anaerotruncus	N_acetylaspartic_acid	0.309327078	0.016175125	0.238426285
s_Anaerotruncus_colihominis	N_acetylaspartic_acid	0.309327078	0.016175125	0.238426285
g_Dysosmobacter	N_acetylaspartic_acid	0.408736003	0.001185519	0.069168132
s_Dysosmobacter_welbionis	N_acetylaspartic_acid	0.478490865	0.000110178	0.017857436
g_Faecalibacterium	N_acetylaspartic_acid	0.338154184	0.008227894	0.178875549
s_Faecalibacterium_duncaniae	N_acetylaspartic_acid	0.011768962	0.928885331	0.978075359
s_Faecalibacterium_prausnitzii	N_acetylaspartic_acid	0.293784212	0.022708603	0.267974328
g_Oscillibacter	N_acetylaspartic_acid	0.411400401	0.001092485	0.065773725
s_Oscillibacter_sp._NSJ-62	N_acetylaspartic_acid	0.411400401	0.001092485	0.065773725
g_Vescimonas	N_acetylaspartic_acid	0.107878312	0.411964236	0.768304613
g_Clostridioides	N_acetylaspartic_acid	-0.124676985	0.342550136	0.730897925
s_Clostridioides_difficile	N_acetylaspartic_acid	-0.104559727	0.426577702	0.774749511
g_Intestinimonas	N_acetylaspartic_acid	0.297933728	0.020776872	0.257095462
s_Intestinimonas_butyriciproducens	N_acetylaspartic_acid	0.297933728	0.020776872	0.257095462
g_Massilistercora	N_acetylaspartic_acid	0.322672158	0.011920691	0.214189929
s_Massilistercora_timonensis	N_acetylaspartic_acid	0.322672158	0.011920691	0.214189929
g_Erysipelatoclostridium	N_acetylaspartic_acid	0.003334306	0.979828297	0.993876367
s_.Clostridium._innocuum	N_acetylaspartic_acid	0.003000875	0.98184511	0.993876367
s_Erysipelatoclostridium_ramosum	N_acetylaspartic_acid	0.360915861	0.004611344	0.133889378
g_Faecalibaculum	N_acetylaspartic_acid	-0.319955915	0.012698176	0.220574879
s_Faecalibaculum_rodentium	N_acetylaspartic_acid	-0.319955915	0.012698176	0.220574879
g_Longicatena	N_acetylaspartic_acid	0.15594482	0.234113675	0.647425472
s_Longicatena_caecimuris	N_acetylaspartic_acid	0.15594482	0.234113675	0.647425472
g_Turicimonas	N_acetylaspartic_acid	-0.319820932	0.012737927	0.220574879
s_Turicimonas_muris	N_acetylaspartic_acid	-0.319820932	0.012737927	0.220574879
g_Desulfovibrio	N_acetylaspartic_acid	0.022031476	0.867302852	0.960809203
g_Helicobacter	N_acetylaspartic_acid	0.200045331	0.125402888	0.529923811
s_Helicobacter_apodemus	N_acetylaspartic_acid	0.137576509	0.294527944	0.698404258
s_Helicobacter_cinaedi	N_acetylaspartic_acid	0.182278491	0.163338479	0.573426387
s_Helicobacter_hepaticus	N_acetylaspartic_acid	0.350653205	0.006017671	0.152836497
s_Helicobacter_typhlonius	N_acetylaspartic_acid	0.361782335	0.004507095	0.131787889
g_Akkermansia	N_acetylaspartic_acid	-0.304293475	0.018087629	0.244878066
s_Akkermansia_muciniphila	N_acetylaspartic_acid	-0.304293475	0.018087629	0.244878066
g_Bifidobacterium	N_acetylglutamic_acid	-0.066416563	0.614123939	0.86469533
s_Bifidobacterium_pseudolongum	N_acetylglutamic_acid	-0.316486464	0.013754512	0.223640442
g_Curtobacterium	N_acetylglutamic_acid	-0.272638862	0.035071462	0.324693898
s_Curtobacterium_flaccumfaciens	N_acetylglutamic_acid	-0.272638862	0.035071462	0.324693898
g_Adlercreutzia	N_acetylglutamic_acid	-0.171635778	0.189765589	0.60172385
s_Adlercreutzia_equolifaciens	N_acetylglutamic_acid	-0.170940906	0.191591882	0.604306906
s_Adlercreutzia_hattorii	N_acetylglutamic_acid	-0.161169433	0.218617448	0.632126783
s_Bacteroides_caccae	N_acetylglutamic_acid	0.001372866	0.991693795	0.997438952
s_Bacteroides_caecimuris	N_acetylglutamic_acid	0.097111658	0.460425024	0.790004357
s_Bacteroides_fragilis	N_acetylglutamic_acid	-0.123593803	0.346792815	0.733215755
s_Bacteroides_intestinalis	N_acetylglutamic_acid	-0.214814699	0.09930159	0.479832283
s_Bacteroides_luhongzhouii	N_acetylglutamic_acid	-0.278479908	0.031198006	0.311330128
s_Bacteroides_ovatus	N_acetylglutamic_acid	-0.063378174	0.630458039	0.871524816
s_Bacteroides_sp._CBA7301	N_acetylglutamic_acid	0.009467413	0.942766497	0.982557572
s_Bacteroides_thetaiotaomicron	N_acetylglutamic_acid	-0.152407406	0.245026293	0.6571755
s_Bacteroides_xylanisolvens	N_acetylglutamic_acid	0.024630614	0.851815265	0.957473143
s_Bacteroides_zhangwenhongii	N_acetylglutamic_acid	-0.15478429	0.237656198	0.650389206
s_Phocaeicola_dorei	N_acetylglutamic_acid	-0.337420292	0.008377238	0.180247115
g_Duncaniella	N_acetylglutamic_acid	0.085663874	0.515182712	0.817854185
s_Duncaniella_dubosii	N_acetylglutamic_acid	0.120618514	0.358613325	0.742514236
g_Muribaculum	N_acetylglutamic_acid	0.080744651	0.539683823	0.829425723
s_Muribaculum_gordoncarteri	N_acetylglutamic_acid	0.091610053	0.486336745	0.801656784
s_Muribaculum_intestinale	N_acetylglutamic_acid	0.070381639	0.593086285	0.855254554
g_Sodaliphilus	N_acetylglutamic_acid	-0.241351061	0.063206314	0.398622422
s_Sodaliphilus_pleomorphus	N_acetylglutamic_acid	-0.241351061	0.063206314	0.398622422
g_Odoribacter	N_acetylglutamic_acid	0.135719359	0.301156492	0.701736097
s_Odoribacter_splanchnicus	N_acetylglutamic_acid	0.135719359	0.301156492	0.701736097
g_Prevotella	N_acetylglutamic_acid	-0.099650022	0.448728326	0.78405193
s_Alistipes_communis	N_acetylglutamic_acid	0.332898908	0.009350446	0.190718698
s_Alistipes_dispar	N_acetylglutamic_acid	0.268175796	0.038293593	0.335513271
s_Alistipes_finegoldii	N_acetylglutamic_acid	0.079487671	0.546034298	0.8323556
s_Alistipes_onderdonkii	N_acetylglutamic_acid	0.230705102	0.076154031	0.431059482
s_Alistipes_senegalensis	N_acetylglutamic_acid	-0.100329085	0.445627314	0.78246767
s_Alistipes_shahii	N_acetylglutamic_acid	0.291164848	0.024004596	0.276251058
s_Parabacteroides_goldsteinii	N_acetylglutamic_acid	0.094485646	0.47269831	0.796261503
s_Parabacteroides_johnsonii	N_acetylglutamic_acid	0.012130539	0.926706384	0.977103882
s_Parabacteroides_merdae	N_acetylglutamic_acid	-0.055502486	0.673607921	0.891040574
g_Mucispirillum	N_acetylglutamic_acid	-0.03020517	0.818792192	0.94811495
s_Mucispirillum_schaedleri	N_acetylglutamic_acid	-0.03020517	0.818792192	0.94811495
g_Staphylococcus	N_acetylglutamic_acid	-0.181094114	0.166138041	0.573938186
g_Enterococcus	N_acetylglutamic_acid	-0.108003723	0.411417716	0.768299953
s_Enterococcus_faecalis	N_acetylglutamic_acid	-0.075827672	0.564728073	0.840786065
s_Enterococcus_faecium	N_acetylglutamic_acid	-0.051349023	0.696804234	0.902706157
g_Lactobacillus	N_acetylglutamic_acid	0.014865447	0.910243665	0.973923365
s_Lactobacillus_intestinalis	N_acetylglutamic_acid	-0.280534761	0.029923314	0.305666167
s_Lactobacillus_johnsonii	N_acetylglutamic_acid	-0.162098319	0.215939337	0.63042743
s_Lactobacillus_taiwanensis	N_acetylglutamic_acid	0.322572431	0.011948493	0.214189929
g_Ligilactobacillus	N_acetylglutamic_acid	-0.201644947	0.122347236	0.524333354
s_Ligilactobacillus_murinus	N_acetylglutamic_acid	-0.201867237	0.121927132	0.523785596
g_Limosilactobacillus	N_acetylglutamic_acid	-0.110086135	0.402404377	0.76653676
s_Limosilactobacillus_reuteri	N_acetylglutamic_acid	-0.107418727	0.413970596	0.769609261
g_Candidatus_Arthromitus	N_acetylglutamic_acid	-0.363808131	0.004271438	0.126471612
g_Clostridium	N_acetylglutamic_acid	0.107336862	0.414328577	0.769609261
s_Clostridium_sp._MD294	N_acetylglutamic_acid	0.080717987	0.539818159	0.829431528
g_Hungatella	N_acetylglutamic_acid	0.150907222	0.249757545	0.662639307
s_Hungatella_hathewayi	N_acetylglutamic_acid	0.150907222	0.249757545	0.662639307
g_Eubacterium	N_acetylglutamic_acid	-0.024430919	0.853003297	0.957475393
g_Blautia	N_acetylglutamic_acid	0.000805802	0.995124628	0.99846778
s_Blautia_producta	N_acetylglutamic_acid	-0.021540344	0.870235143	0.961782347
s_Blautia_pseudococcoides	N_acetylglutamic_acid	0.058544853	0.656805179	0.882657835
s_Blautia_wexlerae	N_acetylglutamic_acid	0.100670912	0.444070837	0.78171631
g_Coprococcus	N_acetylglutamic_acid	0.007910822	0.952164512	0.985832453
s_Enterocloster_bolteae	N_acetylglutamic_acid	-0.100614077	0.444329424	0.781830312
s_Enterocloster_clostridioformis	N_acetylglutamic_acid	-0.117681385	0.370521098	0.749418992
g_Faecalicatena	N_acetylglutamic_acid	-0.187504342	0.151398657	0.560051845
s_Faecalicatena_sp._Marseille.Q4148	N_acetylglutamic_acid	-0.187504342	0.151398657	0.560051845
s_.Clostridium._scindens	N_acetylglutamic_acid	-0.149904833	0.252953277	0.666242192
s_Lachnoclostridium_phocaeense	N_acetylglutamic_acid	0.163022035	0.213299031	0.626730612
s_Lachnoclostridium_sp._YL32	N_acetylglutamic_acid	0.032008891	0.808170933	0.943695242
g_Marvinbryantia	N_acetylglutamic_acid	-0.072827809	0.580270196	0.847962412
s_Marvinbryantia_formatexigens	N_acetylglutamic_acid	-0.072827809	0.580270196	0.847962412
g_Mediterraneibacter	N_acetylglutamic_acid	-0.219983884	0.091238457	0.45926774
s_.Ruminococcus._gnavus	N_acetylglutamic_acid	-0.250709158	0.05334545	0.382551601
g_Roseburia	N_acetylglutamic_acid	-0.012087027	0.926968574	0.977143493
s_Roseburia_intestinalis	N_acetylglutamic_acid	0.005253065	0.968225181	0.990896359
g_Simiaoa	N_acetylglutamic_acid	-0.091221051	0.488197488	0.802509408
.s_Simiaoa_sunii	N_acetylglutamic_acid	-0.091221051	0.488197488	0.802509408
g_Acutalibacter	N_acetylglutamic_acid	0.096946289	0.461192754	0.790004357
s_Acutalibacter_muris	N_acetylglutamic_acid	0.096946289	0.461192754	0.790004357
g_Anaerotruncus	N_acetylglutamic_acid	0.103185016	0.432716412	0.777649666
s_Anaerotruncus_colihominis	N_acetylglutamic_acid	0.103185016	0.432716412	0.777649666
g_Dysosmobacter	N_acetylglutamic_acid	0.042568563	0.746737048	0.923236236
s_Dysosmobacter_welbionis	N_acetylglutamic_acid	0.045155892	0.731904687	0.91810124
g_Faecalibacterium	N_acetylglutamic_acid	-0.061545729	0.640395483	0.876213017
s_Faecalibacterium_duncaniae	N_acetylglutamic_acid	-0.18097985	0.166409978	0.574263209
s_Faecalibacterium_prausnitzii	N_acetylglutamic_acid	0.011642446	0.929647868	0.978334643
g_Oscillibacter	N_acetylglutamic_acid	-0.038931621	0.767740787	0.931454881
s_Oscillibacter_sp._NSJ-62	N_acetylglutamic_acid	-0.038931621	0.767740787	0.931454881
g_Vescimonas	N_acetylglutamic_acid	0.058262523	0.658357531	0.883473948
g_Clostridioides	N_acetylglutamic_acid	-0.075828725	0.564722649	0.840786065
s_Clostridioides_difficile	N_acetylglutamic_acid	-0.084442469	0.521213217	0.821231389
g_Intestinimonas	N_acetylglutamic_acid	0.129924295	0.322457387	0.717732797
s_Intestinimonas_butyriciproducens	N_acetylglutamic_acid	0.129924295	0.322457387	0.717732797
g_Massilistercora	N_acetylglutamic_acid	0.094463685	0.472801683	0.796261503
s_Massilistercora_timonensis	N_acetylglutamic_acid	0.094463685	0.472801683	0.796261503
g_Erysipelatoclostridium	N_acetylglutamic_acid	-0.041317607	0.753941673	0.925567073
s_.Clostridium._innocuum	N_acetylglutamic_acid	-0.041484322	0.75298029	0.925567073
s_Erysipelatoclostridium_ramosum	N_acetylglutamic_acid	0.193662169	0.138175178	0.542463743
g_Faecalibaculum	N_acetylglutamic_acid	-0.072641348	0.581242644	0.848493859
s_Faecalibaculum_rodentium	N_acetylglutamic_acid	-0.072641348	0.581242644	0.848493859
g_Longicatena	N_acetylglutamic_acid	-0.098470888	0.454141192	0.787408877
s_Longicatena_caecimuris	N_acetylglutamic_acid	-0.098470888	0.454141192	0.787408877
g_Turicimonas	N_acetylglutamic_acid	0.147845967	0.259603886	0.671720996
s_Turicimonas_muris	N_acetylglutamic_acid	0.147845967	0.259603886	0.671720996
g_Desulfovibrio	N_acetylglutamic_acid	-0.1356579	0.301377495	0.701736097
g_Helicobacter	N_acetylglutamic_acid	-0.141787097	0.279854822	0.688657927
s_Helicobacter_apodemus	N_acetylglutamic_acid	-0.039537592	0.764229221	0.929914769
s_Helicobacter_cinaedi	N_acetylglutamic_acid	0.028991841	0.825955297	0.94902821
s_Helicobacter_hepaticus	N_acetylglutamic_acid	-0.064677367	0.62345155	0.868759858
s_Helicobacter_typhlonius	N_acetylglutamic_acid	-0.033430194	0.79982564	0.940918393
g_Akkermansia	N_acetylglutamic_acid	0.184318735	0.158597345	0.568412886
s_Akkermansia_muciniphila	N_acetylglutamic_acid	0.184318735	0.158597345	0.568412886
g_Bifidobacterium	N_acetylornithine	0.20436729	0.117277628	0.516367346
s_Bifidobacterium_pseudolongum	N_acetylornithine	0.021691813	0.869330612	0.961312062
g_Curtobacterium	N_acetylornithine	0.077477481	0.556264491	0.837447657
s_Curtobacterium_flaccumfaciens	N_acetylornithine	0.077477481	0.556264491	0.837447657
g_Adlercreutzia	N_acetylornithine	-0.301084915	0.019404748	0.253028231
s_Adlercreutzia_equolifaciens	N_acetylornithine	-0.216591915	0.096469212	0.472330131
s_Adlercreutzia_hattorii	N_acetylornithine	-0.33757713	0.008345125	0.179864682
s_Bacteroides_caccae	N_acetylornithine	0.136195664	0.29944731	0.700817862
s_Bacteroides_caecimuris	N_acetylornithine	0.064086924	0.626631723	0.870704889
s_Bacteroides_fragilis	N_acetylornithine	0.27442675	0.03384553	0.322832953
s_Bacteroides_intestinalis	N_acetylornithine	0.195943827	0.133502181	0.536649665
s_Bacteroides_luhongzhouii	N_acetylornithine	0.076711416	0.560186934	0.8389428
s_Bacteroides_ovatus	N_acetylornithine	0.146688004	0.26339572	0.674371678
s_Bacteroides_sp._CBA7301	N_acetylornithine	0.160636128	0.220165501	0.632994738
s_Bacteroides_thetaiotaomicron	N_acetylornithine	-0.034808327	0.791755017	0.937752934
s_Bacteroides_xylanisolvens	N_acetylornithine	-0.018967777	0.885622106	0.96670402
s_Bacteroides_zhangwenhongii	N_acetylornithine	-0.005317555	0.967835298	0.990658528
s_Phocaeicola_dorei	N_acetylornithine	-0.140864158	0.283028925	0.690111268
g_Duncaniella	N_acetylornithine	0.074494202	0.571612602	0.844290952
s_Duncaniella_dubosii	N_acetylornithine	0.100968857	0.442716645	0.78171631
g_Muribaculum	N_acetylornithine	-0.093785923	0.475997968	0.7980176
s_Muribaculum_gordoncarteri	N_acetylornithine	-0.116001592	0.377437541	0.7542093
s_Muribaculum_intestinale	N_acetylornithine	-0.061774195	0.639153019	0.875461492
g_Sodaliphilus	N_acetylornithine	0.241033244	0.063565353	0.398881335
s_Sodaliphilus_pleomorphus	N_acetylornithine	0.241033244	0.063565353	0.398881335
g_Odoribacter	N_acetylornithine	-0.166230956	0.204303375	0.617493599
s_Odoribacter_splanchnicus	N_acetylornithine	-0.166230956	0.204303375	0.617493599
g_Prevotella	N_acetylornithine	0.067472115	0.608492208	0.86092824
s_Alistipes_communis	N_acetylornithine	-0.224026391	0.085297484	0.448184559
s_Alistipes_dispar	N_acetylornithine	-0.092185888	0.48358918	0.800916646
s_Alistipes_finegoldii	N_acetylornithine	-0.161074909	0.218891272	0.632126783
s_Alistipes_onderdonkii	N_acetylornithine	-0.035933777	0.785180194	0.936061449
s_Alistipes_senegalensis	N_acetylornithine	-0.138206344	0.292301729	0.696802044
s_Alistipes_shahii	N_acetylornithine	-0.18309822	0.161421236	0.571805675
s_Parabacteroides_goldsteinii	N_acetylornithine	0.076104658	0.56330292	0.8405986
s_Parabacteroides_johnsonii	N_acetylornithine	-0.051888659	0.693774267	0.900435013
s_Parabacteroides_merdae	N_acetylornithine	0.195309443	0.134789321	0.539140772
g_Mucispirillum	N_acetylornithine	-0.105419739	0.422762638	0.773529376
s_Mucispirillum_schaedleri	N_acetylornithine	-0.105419739	0.422762638	0.773529376
g_Staphylococcus	N_acetylornithine	-0.069391935	0.598307222	0.856140072
g_Enterococcus	N_acetylornithine	-0.044428731	0.736063696	0.918999005
s_Enterococcus_faecalis	N_acetylornithine	-0.032195615	0.807073336	0.943695242
s_Enterococcus_faecium	N_acetylornithine	-0.245456936	0.058712987	0.390936749
g_Lactobacillus	N_acetylornithine	0.057635628	0.661809545	0.884814731
s_Lactobacillus_intestinalis	N_acetylornithine	0.120505353	0.359067716	0.742768045
s_Lactobacillus_johnsonii	N_acetylornithine	0.105615252	0.421898053	0.773529376
s_Lactobacillus_taiwanensis	N_acetylornithine	-0.232563938	0.073752863	0.425845827
g_Ligilactobacillus	N_acetylornithine	-0.307323283	0.016914647	0.243322632
s_Ligilactobacillus_murinus	N_acetylornithine	-0.295942066	0.021685899	0.261748929
g_Limosilactobacillus	N_acetylornithine	0.035055608	0.790309159	0.937752934
s_Limosilactobacillus_reuteri	N_acetylornithine	0.034203562	0.795294021	0.939021857
g_Candidatus_Arthromitus	N_acetylornithine	0.333942592	0.009117482	0.187799161
g_Clostridium	N_acetylornithine	-0.02909169	0.825365281	0.948938632
s_Clostridium_sp._MD294	N_acetylornithine	-0.082406168	0.531345213	0.825173502
g_Hungatella	N_acetylornithine	-0.103039572	0.433368787	0.777930461
s_Hungatella_hathewayi	N_acetylornithine	-0.103039572	0.433368787	0.777930461
g_Eubacterium	N_acetylornithine	-0.145744423	0.266512931	0.6767429
g_Blautia	N_acetylornithine	-0.111803717	0.395057679	0.763101976
s_Blautia_producta	N_acetylornithine	-0.247534178	0.056540164	0.388151911
s_Blautia_pseudococcoides	N_acetylornithine	-0.06536501	0.619756457	0.866825481
s_Blautia_wexlerae	N_acetylornithine	-0.228431534	0.079174897	0.436942329
g_Coprococcus	N_acetylornithine	-0.097421684	0.458987594	0.790004357
s_Enterocloster_bolteae	N_acetylornithine	-0.227137438	0.080936268	0.440056101
s_Enterocloster_clostridioformis	N_acetylornithine	-0.249183374	0.054861892	0.383004663
g_Faecalicatena	N_acetylornithine	-0.221297749	0.089273056	0.456145416
s_Faecalicatena_sp._Marseille.Q4148	N_acetylornithine	-0.221297749	0.089273056	0.456145416
s_.Clostridium._scindens	N_acetylornithine	-0.133042749	0.310878753	0.710062469
s_Lachnoclostridium_phocaeense	N_acetylornithine	-0.130305802	0.321026353	0.716833613
s_Lachnoclostridium_sp._YL32	N_acetylornithine	-0.151542472	0.247746574	0.660376757
g_Marvinbryantia	N_acetylornithine	-0.263776435	0.041705814	0.350207007
s_Marvinbryantia_formatexigens	N_acetylornithine	-0.263776435	0.041705814	0.350207007
g_Mediterraneibacter	N_acetylornithine	-0.02525778	0.848086231	0.956440812
s_.Ruminococcus._gnavus	N_acetylornithine	0.1119486	0.394441597	0.763101976
g_Roseburia	N_acetylornithine	0.024831746	0.850619011	0.957379558
s_Roseburia_intestinalis	N_acetylornithine	0.004383291	0.973484207	0.992438521
g_Simiaoa	N_acetylornithine	-0.027387574	0.835447987	0.952845184
.s_Simiaoa_sunii	N_acetylornithine	-0.027387574	0.835447987	0.952845184
g_Acutalibacter	N_acetylornithine	-0.030065888	0.819613732	0.948190967
s_Acutalibacter_muris	N_acetylornithine	-0.030065888	0.819613732	0.948190967
g_Anaerotruncus	N_acetylornithine	-0.125365147	0.339871559	0.728359529
s_Anaerotruncus_colihominis	N_acetylornithine	-0.125365147	0.339871559	0.728359529
g_Dysosmobacter	N_acetylornithine	-0.157845912	0.22838964	0.640592925
s_Dysosmobacter_welbionis	N_acetylornithine	-0.19303113	0.139489007	0.544395123
g_Faecalibacterium	N_acetylornithine	-0.156656924	0.231958103	0.644415169
s_Faecalibacterium_duncaniae	N_acetylornithine	0.093095403	0.479266248	0.79977595
s_Faecalibacterium_prausnitzii	N_acetylornithine	-0.127749593	0.330691942	0.720664065
g_Oscillibacter	N_acetylornithine	-0.144330916	0.271228667	0.681548958
s_Oscillibacter_sp._NSJ-62	N_acetylornithine	-0.144330916	0.271228667	0.681548958
g_Vescimonas	N_acetylornithine	-0.004689786	0.971630864	0.991227843
g_Clostridioides	N_acetylornithine	-0.051550217	0.69567401	0.901781004
s_Clostridioides_difficile	N_acetylornithine	-0.034873996	0.791370982	0.937752934
g_Intestinimonas	N_acetylornithine	-0.173819916	0.184106537	0.594230794
s_Intestinimonas_butyriciproducens	N_acetylornithine	-0.173819916	0.184106537	0.594230794
g_Massilistercora	N_acetylornithine	-0.227278415	0.080742896	0.440056101
s_Massilistercora_timonensis	N_acetylornithine	-0.227278415	0.080742896	0.440056101
g_Erysipelatoclostridium	N_acetylornithine	-0.121722552	0.354198617	0.738910269
s_.Clostridium._innocuum	N_acetylornithine	-0.119653269	0.362500521	0.744609239
s_Erysipelatoclostridium_ramosum	N_acetylornithine	0.004011098	0.975735002	0.993381549
g_Faecalibaculum	N_acetylornithine	0.154904816	0.237286587	0.650389206
s_Faecalibaculum_rodentium	N_acetylornithine	0.154904816	0.237286587	0.650389206
g_Longicatena	N_acetylornithine	-0.186203165	0.154309136	0.563509111
s_Longicatena_caecimuris	N_acetylornithine	-0.186203165	0.154309136	0.563509111
g_Turicimonas	N_acetylornithine	0.226025196	0.082474749	0.441588744
s_Turicimonas_muris	N_acetylornithine	0.226025196	0.082474749	0.441588744
g_Desulfovibrio	N_acetylornithine	0.108245018	0.410367381	0.768299953
g_Helicobacter	N_acetylornithine	0.22761039	0.080288984	0.438843144
s_Helicobacter_apodemus	N_acetylornithine	0.096300455	0.464197729	0.791324504
s_Helicobacter_cinaedi	N_acetylornithine	0.249197702	0.054847491	0.383004663
s_Helicobacter_hepaticus	N_acetylornithine	-0.019970289	0.879620595	0.965260371
s_Helicobacter_typhlonius	N_acetylornithine	-0.00778185	0.952943502	0.985832453
g_Akkermansia	N_acetylornithine	-0.124359736	0.343789398	0.732070072
s_Akkermansia_muciniphila	N_acetylornithine	-0.124359736	0.343789398	0.732070072
g_Bifidobacterium	N_methylglycine	-0.423137676	0.000756072	0.053281812
s_Bifidobacterium_pseudolongum	N_methylglycine	-0.201735047	0.122176824	0.524152182
g_Curtobacterium	N_methylglycine	-0.147111815	0.262003626	0.672594797
s_Curtobacterium_flaccumfaciens	N_methylglycine	-0.147111815	0.262003626	0.672594797
