feature	SF1	SF2	SF3	SF4	SF5	SF6	SF7	SF8	SF9	SF10	SF11	SF12	SF13	SF14	SF15	SF16	SF17	SF18	SF19	SF20	SF21	SF22	SF23	SF24	SF25	SF26	SF27	SF34	SF35	SF36	SF37	
PANTO.PWY._phosphopantothenate_biosynthesis_I	1.69421E-05	0.000310275	0.000315483	3.10947E-05	0.000268403	7.14006E-05	0.00039732	3.85394E-06	0.000321315	0.000303226	0	0.000345362	5.1037E-06	0.000472773	3.76996E-05	6.64516E-05	9.82507E-05	1.13439E-06	3.55105E-05	0.000187597	0.0003175	0	0.000370439	6.67019E-05	0.000231203	0.000136575	0.000340253	2.73107E-06	0.000189857	0.000131211	6.92479E-07	
P221.PWY._octane_oxidation	0	0.000213037	0.000229811	2.20742E-06	0.000128099	0	4.75795E-07	2.71686E-08	0.00022265	0.000239175	0	9.09692E-06	4.09016E-07	3.62532E-06	2.0997E-06	2.79664E-05	1.74865E-06	0	2.51532E-08	0.000035003	1.81463E-05	0	0.00029976	6.65411E-06	0.000013033	6.05443E-06	0.000229585	0	7.88955E-08	1.73017E-05	0	
PWY.5154._L.arginine_biosynthesis_III_.via_N.acetyl.L.citrulline.	1.13836E-05	0.000401104	0.000405737	1.68392E-05	0.000344853	3.36731E-06	1.72503E-05	1.88726E-06	0.000475087	0.000465079	4.69587E-07	0.000493173	2.81715E-06	0.00013236	3.80144E-05	0.000080044	8.07433E-05	7.70269E-07	0.000029516	0.000220713	0.000185901	0	0.000462547	6.39252E-05	0.000287458	0.000114818	0.000372704	8.11662E-06	0.000213125	0.000244076	1.28416E-06	
PWY.7220._adenosine_deoxyribonucleotides_de_novo_biosynthesis_II	1.43205E-05	0.000297558	0.000298458	9.40216E-05	0.000236371	2.94058E-05	0.000157665	4.40734E-06	0.000285846	0.000291125	1.06986E-05	0.000258597	7.27595E-06	0.000213215	6.18656E-05	0.000591184	5.85763E-05	3.4553E-06	0.000039303	0.000183801	0.000378944	1.90575E-06	0.000330292	7.79378E-05	0.000149135	0.000112788	0.000337146	1.21338E-05	0.000273007	0.000543483	2.80344E-06	
PWY.7222._guanosine_deoxyribonucleotides_de_novo_biosynthesis_II	1.43205E-05	0.000297558	0.000298458	9.40216E-05	0.000236371	2.94058E-05	0.000157665	4.40734E-06	0.000285846	0.000291125	1.06986E-05	0.000258597	7.27595E-06	0.000213215	6.18656E-05	0.000591184	5.85763E-05	3.4553E-06	0.000039303	0.000183801	0.000378944	1.90575E-06	0.000330292	7.79378E-05	0.000149135	0.000112788	0.000337146	1.21338E-05	0.000273007	0.000543483	2.80344E-06	
P108.PWY._pyruvate_fermentation_to_propanoate_I	0	0.000167161	0.000172313	3.22271E-06	3.04411E-05	7.30267E-06	0.000031378	9.03209E-07	0.000265827	0.000248232	0	0	8.42507E-07	4.33797E-05	1.35266E-06	3.5843E-06	8.15337E-06	2.3808E-07	2.40141E-06	6.65609E-05	4.79254E-05	0	0.000128263	0	5.18082E-05	0.000038242	0.000227516	0	5.3465E-06	2.19322E-06	1.17302E-06	
PWY.8131._5..deoxyadenosine_degradation_II	0	0.000257379	0.000260059	1.07282E-06	0.000123424	1.44159E-06	8.58827E-06	0	0.00021846	0.000221632	0	0	0	1.38061E-05	1.0252E-06	5.1448E-07	2.76816E-06	0	1.26154E-05	3.90495E-05	2.47244E-05	0	9.55055E-05	0	4.96236E-05	1.95881E-05	0.000264112	0	0.000158579	8.28962E-06	0	
KETOGLUCONMET.PWY._ketogluconate_metabolism	1.04746E-07	7.32408E-05	7.53501E-05	2.23462E-06	0.00018649	2.56976E-06	9.89746E-06	6.51174E-07	9.83957E-05	7.78106E-05	0	9.95252E-05	5.27166E-07	9.6858E-06	7.15871E-06	1.18602E-06	5.6338E-06	2.94308E-07	2.46901E-05	0.00006445	2.25218E-05	0	0.000420552	6.6724E-06	0.000141951	3.67392E-05	7.00511E-05	0	0	8.36554E-06	0	
PWY.7345._superpathway_of_anaerobic_sucrose_degradation	5.61531E-06	0.00038734	0.000407399	5.76761E-05	0.000342949	1.41177E-05	6.23534E-05	3.04646E-06	0.000351512	0.000372833	0	0.000464133	5.49555E-06	0.000157719	1.48004E-05	0.000390014	5.82957E-05	1.82834E-06	2.97736E-05	0.00019725	0.00017486	0	0.000325668	4.94088E-05	0.000292046	0.000119571	0.000396568	0.000011023	5.88047E-05	0.000436786	0	
PWY.5837._2.carboxy.1.4.naphthoquinol_biosynthesis	1.56605E-06	0.000294104	0.000313906	4.41919E-05	0.000217255	0	1.64469E-06	1.52747E-06	0.000268345	0.000280075	6.16062E-06	0.000312158	7.82445E-07	4.46979E-05	2.95794E-05	0.000261265	1.37227E-05	6.97139E-07	2.59232E-05	0.000117629	7.28104E-05	0	0.000261887	1.05745E-05	0.000173111	0.000059167	0.000280206	2.87323E-06	0.000229139	0.000234136	0	
PWY.4041._.gamma..glutamyl_cycle	1.28896E-06	0.000330589	0.00035443	3.17307E-05	0.000286828	1.69216E-05	9.74227E-05	2.72118E-06	0.000428086	0.000354919	8.35352E-06	0.000621666	5.41614E-06	0.000132044	5.43122E-05	0.000372328	3.20269E-05	8.70663E-07	0.000039396	0.000177637	0.00015976	0	0.000135105	0.000048109	0.000211467	0.00010856	0.000446088	1.58794E-05	0.000303513	0.000498479	8.14404E-07	
CALVIN.PWY._Calvin.Benson.Bassham_cycle	1.22984E-05	0.000636116	0.000664355	5.18406E-05	0.000440266	9.25488E-05	0.00051381	7.45079E-06	0.000732837	0.000749829	1.06562E-05	0.000637543	7.1758E-06	0.000563472	6.80387E-05	0.000429587	0.00011049	3.14818E-06	4.61699E-05	0.000316726	0.000332362	0	0.000413565	0.000103549	0.000452059	0.000197341	0.00069826	9.82783E-06	0.000222402	0.000404144	4.80779E-06	
DARABCATK12.PWY._D.arabinose_degradation_I	0	3.92695E-05	5.61187E-05	4.76016E-07	5.55447E-05	0	0	3.48858E-07	6.54529E-06	3.81377E-06	0	4.34666E-05	0	7.90871E-06	2.17566E-05	9.90621E-07	3.14605E-06	8.10339E-08	2.01711E-05	2.94911E-05	1.18258E-05	0	2.84888E-06	4.34825E-06	3.82592E-05	1.13891E-05	2.74298E-05	0	2.06675E-07	4.73693E-06	0	
KDO.NAGLIPASYN.PWY._superpathway_of_.Kdo.2.lipid_A_biosynthesis	0	2.29025E-05	2.56576E-05	2.74833E-06	7.18495E-05	0	0	4.8613E-07	0	3.50086E-07	0	6.87762E-05	0	5.61838E-06	3.27653E-05	4.97446E-07	3.29993E-06	0	1.45988E-05	4.50315E-05	0.000016603	0	0	3.78566E-06	5.84429E-05	1.71041E-05	3.42449E-06	0	0	0	0	
PWY.621._sucrose_degradation_III_.sucrose_invertase.	4.35431E-06	0.000420915	0.000424856	3.29785E-05	0.00031244	4.65734E-06	2.84888E-05	1.20397E-06	0.000541247	0.000500593	9.77736E-07	0.000444582	4.57447E-06	7.83492E-05	3.51979E-06	0.000218261	3.71873E-05	6.16117E-07	1.94847E-05	0.00010979	0.000136135	0	0.000254479	5.92382E-05	0.00018371	8.07098E-05	0.000524427	1.06648E-05	0.000168896	0.000288034	0	
PWY.7111._pyruvate_fermentation_to_isobutanol_.engineered.	3.38233E-06	0.000526702	0.000547807	0.00010297	0.000577444	1.65369E-05	0.000079599	2.87326E-06	0.000521122	0.00052757	6.48899E-06	0.000806542	3.73525E-06	0.000191548	5.40322E-05	0.000693564	0.000100772	2.32298E-06	0.000042481	0.000337906	0.000194507	0	0.000424984	6.53996E-05	0.000566162	0.000191138	0.000489128	0.0000262	0.000452207	0.000805229	1.73238E-06	
PWY0.1296._purine_ribonucleosides_degradation	5.1649E-06	0.000312386	0.000323576	6.32612E-05	0.000282273	1.62602E-05	7.27473E-05	1.8512E-06	0.000350482	0.000323907	1.25899E-06	0.000558919	5.69715E-06	0.000185146	0.000084061	0.000570244	7.79778E-05	1.55071E-06	0.00003857	0.000185885	0.000172505	3.43923E-06	0.000614157	0.000152936	0.000433637	0.000162069	0.000325344	2.03469E-05	0.00037996	0.000718676	2.97892E-06	
PWY.6572._chondroitin_sulfate_degradation_I_.bacterial.	0	0	0	2.55819E-06	0	3.0951E-07	1.15401E-06	2.68528E-07	0	0	0	0	0	1.79951E-05	0	0	3.49439E-06	0	0	1.03588E-06	3.20101E-05	0	0	0	5.77437E-07	2.75149E-07	4.40961E-06	0	0	0	0	
PWY.7094._fatty_acid_salvage	0	0.000013601	1.50523E-05	6.38992E-07	4.79669E-05	0	0	9.09549E-07	0	5.03175E-07	0	0.000210786	5.72784E-07	2.92157E-05	3.50607E-05	6.12761E-07	6.47768E-06	1.52461E-07	2.84798E-05	3.66644E-05	1.53322E-05	0	0.000110938	4.13139E-06	9.09968E-05	2.70466E-05	2.00838E-05	0	0	0	0	
PWY.6351._D.myo.inositol_.1.4.5..trisphosphate_biosynthesis	4.77332E-07	0	0	5.40334E-07	0	0	0	0	0	0	0	0	3.33744E-07	0	1.47124E-07	0	0	0	2.3422E-07	1.34393E-07	0	1.55526E-06	0	0	0	2.04209E-07	0	3.97911E-07	0	0	0	
PWY1ZNC.1._assimilatory_sulfate_reduction_IV	0	0.000280493	0.000307288	6.36341E-06	0.000240029	1.58109E-06	8.45473E-06	8.79633E-07	0.000398797	0.000396387	5.812E-07	0.000285126	1.57892E-06	2.57634E-05	0.000036526	2.98382E-05	0.000012177	0	2.78278E-05	0.000103093	5.86755E-05	0	0.000332117	1.24055E-05	0.000110791	4.10057E-05	0.000334896	6.91663E-07	1.18539E-06	2.38332E-06	0	
PWY4FS.8._phosphatidylglycerol_biosynthesis_II_.non.plastidic.	3.49542E-06	0.000373695	0.00041076	4.96316E-05	0.000346629	4.36368E-05	0.000214892	3.31068E-06	0.000362644	0.000330833	1.03913E-05	0.000404186	3.22809E-06	0.000150392	4.11924E-05	0.000526341	5.63657E-05	1.76986E-06	2.90436E-05	0.00017756	0.000124245	0	0.000384966	6.62745E-05	0.000354869	0.00012116	0.000333746	1.35075E-05	0.000199318	0.000391428	2.36431E-06	
PWY4FS.7._phosphatidylglycerol_biosynthesis_I_.plastidic.	3.49542E-06	0.000373695	0.00041076	4.96316E-05	0.000346629	4.36368E-05	0.000214892	3.31068E-06	0.000362821	0.000330837	1.03913E-05	0.000404186	3.22809E-06	0.000150392	4.12091E-05	0.0005286	5.63657E-05	1.76986E-06	2.90436E-05	0.000177575	0.000124245	0	0.000384966	6.62745E-05	0.000354869	0.00012116	0.000333746	1.36357E-05	0.000199318	0.000410551	2.36431E-06	
PWY.7560._methylerythritol_phosphate_pathway_II	7.00833E-06	0.000317971	0.000333978	4.89123E-05	0.00026914	4.27013E-05	0.000228058	4.71964E-06	0.00030218	0.000310142	3.56421E-06	0.000355874	6.21565E-06	0.000361352	3.91546E-05	0.000327881	7.78345E-05	1.64132E-06	2.84066E-05	0.000174045	0.000301971	0	0.000357142	7.61109E-05	0.000307196	0.000156734	0.000328226	5.80101E-06	0.00016855	0.000294477	0	
NAGLIPASYN.PWY._lipid_IVA_biosynthesis_.E._coli.	4.16167E-06	0.000290799	0.000320448	1.58155E-05	0.000248741	4.62353E-05	0.000249476	3.33488E-06	0.0003218	0.000315615	7.26216E-06	0.000346666	1.76352E-06	9.65449E-05	0.000039021	0.000211017	3.53284E-05	5.96419E-07	2.44662E-05	0.000140505	0.000102271	0	0.000289739	1.26834E-05	0.000202498	7.83853E-05	0.000313664	2.41632E-06	0.00017094	9.01772E-05	5.41212E-07	
PWY.8073._lipid_IVA_biosynthesis_.P._putida.	4.16167E-06	0.000290799	0.000320448	1.58155E-05	0.000248741	4.62353E-05	0.000249476	3.33488E-06	0.0003218	0.000315615	7.26216E-06	0.000346666	1.76352E-06	9.65449E-05	0.000039021	0.000211017	3.53284E-05	5.96419E-07	2.44662E-05	0.000140505	0.000102271	0	0.000289739	1.26834E-05	0.000202498	7.83853E-05	0.000313664	2.41632E-06	0.00017094	9.01772E-05	5.41212E-07	
MET.SAM.PWY._superpathway_of_S.adenosyl.L.methionine_biosynthesis	0	0.000410568	0.000425167	1.60478E-05	0.000327001	0	0	1.96593E-06	0.000476413	0.000474381	1.25563E-06	0.000513591	1.34171E-06	5.11531E-05	5.36431E-05	0.000151401	2.76996E-05	3.48687E-07	4.01956E-05	0.000192054	9.47848E-05	0	0.000233733	3.34728E-05	0.000219496	6.54617E-05	0.000401977	5.06318E-06	0.000294678	0.000177072	1.28098E-06	
PHOSLIPSYN.PWY._superpathway_of_phospholipid_biosynthesis_I_.bacteria.	6.06784E-06	0.000387059	0.000421419	4.46037E-05	0.000367449	5.52204E-05	0.000276349	3.88061E-06	0.000420366	0.000369358	1.07636E-05	0.000416866	4.52949E-06	0.000243072	4.43262E-05	0.000343398	7.70012E-05	2.27477E-06	3.26111E-05	0.000209857	0.000198954	0	0.000402625	8.32204E-05	0.00038416	0.000157465	0.000355935	8.73294E-06	0.000216365	0.000372061	1.37422E-06	
METSYN.PWY._superpathway_of_L.homoserine_and_L.methionine_biosynthesis	0	0.000416454	0.000431051	1.51197E-05	0.000332111	0	0	1.8295E-06	0.000482639	0.000484356	1.12905E-06	0.000562535	1.20696E-06	4.60112E-05	5.66879E-05	0.000140425	0.000025723	3.13379E-07	4.23449E-05	0.000191485	8.72193E-05	0	0.000231668	3.17063E-05	0.000201778	6.00284E-05	0.000410539	5.9153E-06	0.000337318	0.00019767	1.35976E-06	
CARNMET.PWY._L.carnitine_degradation_I	0	4.85229E-06	5.84927E-06	0	2.35069E-05	0	0	4.81669E-07	0	8.81051E-08	0	1.78539E-05	0	6.72291E-06	3.27137E-05	1.28677E-07	7.27669E-07	0	1.28441E-05	2.19549E-05	8.03747E-06	0	0	0	2.80175E-05	7.95656E-06	9.41235E-07	0	0	0	0	
SALVADEHYPOX.PWY._adenosine_nucleotides_degradation_II	3.3302E-06	0.000145244	0.000163932	1.41562E-05	0.000351873	0	0	3.42131E-06	2.93097E-06	9.41113E-06	5.35494E-07	0.000714729	1.77468E-06	0.000105138	2.11037E-06	7.71466E-05	5.87871E-05	2.33595E-06	3.49223E-06	0.000214436	0.000111056	0	0.000610156	9.45198E-05	0.000351849	0.000106811	1.78733E-05	4.69416E-07	9.38353E-06	2.10672E-06	0	
PWY.801._homocysteine_and_cysteine_interconversion	0	5.56546E-05	5.42816E-05	1.61197E-06	9.71757E-05	0	0	9.57955E-08	0.000148333	9.85408E-05	0	0	0	1.29331E-05	0	4.41099E-07	5.52237E-06	0	5.1477E-07	3.21334E-05	1.95393E-05	0	4.04864E-06	1.33786E-05	2.21787E-05	5.53775E-06	4.58146E-05	0	2.03614E-06	3.63276E-06	0	
PWY0.461._L.lysine_degradation_I	0	7.71152E-06	8.11814E-06	3.22297E-07	2.58485E-05	0	0	4.99455E-07	0	2.54899E-07	0	2.32433E-05	0	2.18115E-05	4.08568E-06	2.64856E-07	2.4619E-06	0	0.000012541	0.000019969	8.48899E-06	0	0	1.47123E-06	3.40665E-05	9.27511E-06	1.62915E-06	0	0	0	0	
PWY0.1261._anhydromuropeptides_recycling_I	1.32626E-06	0.000295357	0.000309688	1.51227E-05	0.000267063	1.6326E-06	7.75088E-06	1.59579E-06	0.000241394	0.000264073	6.87314E-06	0.000298911	1.4325E-06	0.00012771	4.47041E-05	0.000234095	3.24986E-05	5.85685E-07	3.69684E-05	0.000133021	7.55427E-05	0	0.000295403	7.55612E-05	0.000177556	5.92507E-05	0.00031741	4.35604E-06	0.000269833	0.000119065	0	
PWY.5347._superpathway_of_L.methionine_biosynthesis_.transsulfuration.	0	0.000447078	0.000463222	1.64659E-05	0.000354287	0	0	1.96083E-06	0.000510163	0.000516302	1.26611E-06	0.00056112	0.00000132	0.000050917	5.66592E-05	0.000154884	0.000028385	3.48501E-07	4.30849E-05	0.000197706	9.63687E-05	0	0.000258675	2.97669E-05	0.000212828	6.50487E-05	0.00044394	6.50438E-06	0.00033284	0.000214396	1.47636E-06	
PWY.5484._glycolysis_II_.from_fructose_6.phosphate.	1.18764E-05	0.000374562	0.0003956	6.31588E-05	0.000324729	6.38023E-05	0.000345464	5.13976E-06	0.000329186	0.000357098	1.04106E-05	0.000459637	6.54482E-06	0.000237235	5.45157E-05	0.000421538	6.84794E-05	2.25766E-06	3.28533E-05	0.000212423	0.000291025	0	0.000311295	5.36588E-05	0.000320258	0.000144845	0.000360056	1.06912E-05	0.000207383	0.000466241	3.27365E-06	
PWY.6368._3.phosphoinositide_degradation	3.81305E-07	0	0	0	0	3.6041E-07	0	0	0	0	4.77699E-07	0	2.34867E-07	0	1.11424E-07	0	0	1.98691E-07	1.23138E-07	4.4807E-08	0	2.02124E-06	0	2.21497E-07	0	1.17632E-07	0	0	0	0	1.33775E-06	
PWY0.1241._ADP.L.glycero..beta..D.manno.heptose_biosynthesis	7.85804E-07	0.000195056	0.000200369	3.97942E-05	0.000166103	2.02036E-06	1.16563E-05	7.03084E-07	0.000229253	0.00021264	6.13705E-06	0.000201915	2.12621E-07	3.06475E-05	3.41852E-05	0.000241274	1.32437E-05	2.7795E-07	2.66472E-05	8.93677E-05	3.14925E-05	0	0.000267684	7.54841E-06	0.000153173	3.44505E-05	0.000203229	2.91296E-06	0.000180504	0.000205222	2.76255E-07	
PENTOSE.P.PWY._pentose_phosphate_pathway	8.04872E-06	0.000620155	0.000665391	3.79268E-05	0.000410507	0.000039267	0.000208251	3.79071E-06	0.00051505	0.000542233	9.77917E-06	0.000586509	4.24053E-06	0.000246354	3.79692E-05	0.00028519	5.75424E-05	1.56514E-06	0.000033083	0.000225836	0.000275454	0	0.000420473	4.33851E-05	0.000262672	0.00012576	0.000569199	1.27914E-05	0.000184011	0.000384828	1.80386E-06	
GLUCONEO.PWY._gluconeogenesis_I	9.97472E-06	0.000366414	0.000382566	4.20161E-05	0.000307998	5.46565E-05	0.000305152	4.9402E-06	0.000371337	0.000383263	9.64066E-06	0.000416994	5.03019E-06	0.000286258	5.20465E-05	0.000348451	7.42564E-05	1.55413E-06	3.22603E-05	0.000191766	0.000261945	0	0.000337068	0.00003491	0.000264049	0.000130141	0.000365323	8.80538E-06	0.000208695	0.000293753	3.0911E-06	
DAPLYSINESYN.PWY._L.lysine_biosynthesis_I	4.7865E-06	0.000355134	0.000369688	1.94749E-05	0.000322403	1.26645E-05	5.90037E-05	2.27756E-06	0.000388725	0.000388639	8.05976E-06	0.000409597	2.06947E-06	0.000109952	4.26488E-05	0.000266165	4.67095E-05	9.81996E-07	3.70947E-05	0.000184917	0.000106761	0	0.000363639	3.61496E-05	0.000284797	0.000104861	0.000403008	9.01177E-06	0.000257203	0.000198974	7.87642E-07	
PWY.5656._mannosylglycerate_biosynthesis_I	0	3.43621E-05	3.72549E-05	8.14288E-07	8.75374E-05	0	0	8.30011E-08	0	2.66364E-07	0	0.000189832	0	2.37497E-05	0	1.41839E-06	9.54339E-06	4.6679E-07	1.81381E-07	3.42992E-05	1.13605E-05	0	3.25621E-06	1.06063E-05	5.92836E-05	1.69768E-05	0	0	2.00635E-07	0	0	
RHAMCAT.PWY._L.rhamnose_degradation_I	1.03106E-05	0.000344674	0.000349137	1.36129E-05	0.000363335	1.38656E-06	6.50219E-06	1.36965E-06	0.000416225	0.000428462	0	0.000380214	8.40825E-07	0.000113851	0.000039225	1.11059E-05	4.77565E-05	8.66383E-07	3.51654E-05	0.000179315	0.000112836	0	0.0003115	3.75795E-05	0.000212166	0.000087363	0.000449166	0	3.69812E-07	8.94485E-06	7.83973E-07	
PWY.5345._superpathway_of_L.methionine_biosynthesis_.by_sulfhydrylation.	0	1.19936E-05	2.03171E-06	2.29714E-05	0.000123951	3.56072E-06	1.33526E-05	2.37434E-06	0.00010188	1.34186E-05	1.51505E-06	0	2.61849E-06	0.00012445	1.71228E-05	0.000147426	5.47284E-05	0	1.63057E-05	0.00015029	0.000225323	0	6.38328E-07	1.82267E-05	0.00018648	0.00010946	8.82427E-05	3.44897E-06	1.42383E-05	9.07738E-05	0	
PWY.6936._seleno.amino_acid_biosynthesis_.plants.	6.81191E-07	0.000416504	0.000407851	9.85469E-05	0.000440921	0.000015434	7.58859E-05	2.84348E-06	0.000482257	0.000469796	1.09298E-05	0.000533238	0.000004394	0.000158558	4.58281E-05	0.000741651	5.20173E-05	7.43129E-07	3.78949E-05	0.000255474	0.000206086	0	0.000317644	7.65987E-05	0.000415897	0.000158622	0.000416866	2.12996E-05	0.000349547	0.000724491	9.95737E-07	
AST.PWY._L.arginine_degradation_II_.AST_pathway.	0	0.000388595	0.000412504	1.52885E-06	0.000209297	0	0	4.23523E-07	0.00035068	0.000387913	0	0.000228599	2.70355E-07	2.62248E-05	2.57536E-05	1.06573E-06	6.15041E-06	0	1.71773E-05	7.88392E-05	3.89313E-05	0	9.16444E-05	8.30523E-06	9.33215E-05	2.26664E-05	0.000399629	0	8.80116E-07	0	4.17076E-07	
FUC.RHAMCAT.PWY._superpathway_of_fucose_and_rhamnose_degradation	7.93509E-07	0.00031463	0.000327674	7.97868E-06	0.000271456	0	0	1.08122E-06	0.00036235	0.000372002	0	0.000332964	6.02094E-07	7.27595E-05	3.63769E-05	0.000018028	2.78512E-05	6.32939E-07	2.66532E-05	0.000142508	7.42589E-05	0	0.000316899	1.78335E-05	0.000167262	6.10461E-05	0.000354192	0	3.18085E-07	0.000011955	0	
GLYCOLYSIS._glycolysis_I_.from_glucose_6.phosphate.	1.20715E-05	0.000416074	0.000439992	6.68075E-05	0.000352672	6.64028E-05	0.000361146	5.44749E-06	0.000372409	0.0004099	9.96469E-06	0.000492186	6.92682E-06	0.000247322	5.74887E-05	0.000439947	7.02978E-05	1.79554E-06	3.28303E-05	0.000228708	0.000296215	0	0.000315267	0.000062322	0.000354383	0.000150149	0.000410266	1.31634E-05	0.000229862	0.000561071	3.22221E-06	
PWY0.781._aspartate_superpathway	0	0.000178713	0.000195609	1.41483E-05	0.000254565	0	0	1.55381E-06	5.16794E-05	1.99517E-05	0	0.000360037	1.37669E-06	5.25244E-05	8.83692E-06	0.000035593	2.94836E-05	0	2.15989E-05	0.000151812	9.45097E-05	0	0.00025741	2.53096E-05	0.000211993	7.18168E-05	0.000170959	4.56585E-06	4.94965E-05	2.03566E-05	0	
PWY.5862._superpathway_of_demethylmenaquinol.9_biosynthesis	2.72975E-06	0.000283742	0.000298564	0	0.000203422	0	3.17776E-06	0	0.000248625	0.000274469	0	0.000185962	1.24694E-06	0.000072981	3.10863E-05	1.31272E-05	1.49361E-05	0	2.69876E-05	8.47431E-05	0.000119871	0	0.0002983	1.28117E-05	0.000124606	0.000068278	0.000256954	0	4.74618E-06	0	0	
P42.PWY._incomplete_reductive_TCA_cycle	1.6079E-06	6.57657E-06	1.06036E-06	1.04391E-05	6.56027E-05	3.39242E-05	0.000164327	1.94122E-06	3.54955E-05	3.06216E-06	0	0	1.46829E-06	0.000147819	7.36382E-06	0.000175786	5.9975E-06	2.60873E-07	5.78286E-06	5.63371E-05	2.18371E-05	0	0	4.06952E-06	0.000106315	4.39006E-05	1.1619E-06	1.58662E-06	5.04933E-06	8.30666E-05	1.00594E-06	
PWY66.409._superpathway_of_purine_nucleotide_salvage	2.68561E-06	0.00026273	0.000267909	0.000050812	0.000211317	3.14742E-05	0.000148872	1.47025E-06	0.000224526	0.000235173	2.05481E-06	0.000274891	1.96655E-06	9.01855E-05	4.24793E-05	0.000478648	4.26878E-05	9.36297E-07	3.39994E-05	0.000133667	0.000149967	0	0.000340902	8.30923E-05	0.00018213	7.09383E-05	0.000277054	1.68134E-05	0.000252681	0.000521962	0	
PWY0.881._superpathway_of_fatty_acid_biosynthesis_I_.E._coli.	0	0	0	0	0	0	0	5.80587E-07	0	0	1.1132E-06	0	8.3311E-07	0	8.00195E-07	0	1.20061E-06	4.06351E-07	8.51963E-07	9.65156E-07	0	0	0	1.07977E-06	0	1.31492E-06	0	1.98977E-06	0	0	0	
PWY.5845._superpathway_of_menaquinol.9_biosynthesis	3.84281E-06	0.000269117	0.000280152	0	0.000225341	0	4.75368E-06	0	0.000256126	0.000277894	0	0.000229462	1.69875E-06	0.000102232	3.35715E-05	1.91079E-05	2.07994E-05	0	2.80134E-05	0.000102396	0.000147298	0	0.000292219	1.69207E-05	0.000155248	8.23274E-05	0.000263714	0	7.01507E-06	0	0	
PWY.7388._octanoyl..acyl.carrier_protein._biosynthesis_.mitochondria._yeast.	0	0.000245692	0.00024798	3.72905E-06	0.000164895	1.92485E-06	3.81445E-06	0	0.00039139	0.000388088	0	3.60855E-05	0	0	0	4.74826E-06	2.99234E-06	5.92526E-07	0	0.000102106	4.23595E-05	0	2.62063E-05	1.08549E-05	2.38393E-05	5.63284E-06	0.000251367	0	7.86652E-07	0	0	
PWY.8178._pentose_phosphate_pathway_.non.oxidative_branch._II	8.82406E-06	0.000738326	0.000777411	4.34713E-05	0.000660707	7.56876E-05	0.000409296	6.05038E-06	0.000741397	0.000698747	1.02669E-05	0.000678538	5.68265E-06	0.000510132	0.00007113	0.000407504	8.58756E-05	2.3627E-06	5.13784E-05	0.000364067	0.000370329	0	0.000494542	0.000120951	0.000538931	0.000215803	0.000681306	1.35205E-05	0.000174259	0.000462408	8.34036E-07	
PWY.6285._superpathway_of_fatty_acids_biosynthesis_.E._coli.	0	0.000146238	0.000181819	0.000017565	0.000238725	0	4.37054E-06	1.67959E-06	6.55532E-05	1.75029E-05	0	0.000252685	0	6.22179E-05	5.77462E-05	0.000117686	3.99262E-05	6.11517E-07	4.70075E-05	0.000152436	0.000104432	0	7.80658E-05	1.39452E-05	0.000211315	7.31547E-05	1.97403E-05	8.60239E-06	2.22051E-05	0.000268276	0	
ARGSYN.PWY._L.arginine_biosynthesis_I_.via_L.ornithine.	1.25202E-05	0.000397074	0.000410709	5.81772E-05	0.000311185	1.88375E-05	9.65197E-05	2.26953E-06	0.000525516	0.000484385	1.38824E-06	0.000512126	3.93858E-06	0.000171615	4.60282E-05	0.000454856	8.48792E-05	6.79441E-07	3.73671E-05	0.000210554	0.000159896	0	0.000430495	8.54166E-05	0.000310065	0.000128708	0.000372069	1.06402E-05	0.000236161	0.000474924	1.44121E-06	
PWY.7805._.aminomethyl.phosphonate_degradation	0	1.91339E-05	2.28396E-05	0	0.00005086	0	0	0	0	3.72797E-07	0	7.92654E-05	0	0.000016543	0	4.31064E-07	1.6815E-06	0	0	2.65874E-05	5.25939E-06	0	0	1.3524E-06	4.85475E-05	1.52253E-05	1.38253E-06	0	0	0	0	
ARGSYNBSUB.PWY._L.arginine_biosynthesis_II_.acetyl_cycle.	8.51649E-06	0.000398169	0.000413992	4.69771E-05	0.000320106	1.93534E-05	9.66592E-05	2.16401E-06	0.00049157	0.000461966	1.54832E-06	0.000532315	3.78345E-06	0.000171064	4.60128E-05	0.000440873	8.28408E-05	4.8618E-07	0.000033346	0.00021752	0.000148219	0	0.000425859	8.86198E-05	0.000344911	0.000137934	0.000385772	9.7639E-06	0.000240237	0.000437452	1.54012E-06	
UDPNAGSYN.PWY._UDP.N.acetyl.D.glucosamine_biosynthesis_I	1.9998E-06	0.000358344	0.000362968	8.37798E-05	0.000368863	3.37052E-05	0.000196477	2.55789E-06	0.000434921	0.000420443	7.92442E-06	0.000514741	5.88782E-06	0.000179254	4.72654E-05	0.000609447	4.91531E-05	9.52012E-07	3.57115E-05	0.000252053	0.000122142	0	0.000335215	0.000127074	0.000487076	0.000166198	0.000327444	1.78486E-05	0.000265434	0.000640487	3.82841E-07	
